DIA;COMPRA;VENTA;;
7 Ene 1989;79.00;80.00;;
8 Ene 1989;79.00;80.00;;
9 Ene 1989;79.00;80.00;;
10 Ene 1989;79.00;80.00;;
11 Ene 1989;79.00;80.00;;
12 Ene 1989;79.15;80.15;;
13 Ene 1989;79.15;80.15;;
14 Ene 1989;79.15;80.15;;
15 Ene 1989;79.15;80.15;;
16 Ene 1989;79.15;80.15;;
17 Ene 1989;79.15;80.15;;
18 Ene 1989;79.15;80.15;;
19 Ene 1989;79.15;80.15;;
20 Ene 1989;79.15;80.15;;
21 Ene 1989;79.15;80.15;;
22 Ene 1989;79.15;80.15;;
23 Ene 1989;79.15;80.15;;
24 Ene 1989;79.15;80.15;;
25 Ene 1989;79.15;80.15;;
26 Ene 1989;79.15;80.15;;
27 Ene 1989;79.15;80.15;;
28 Ene 1989;79.15;80.15;;
29 Ene 1989;79.15;80.15;;
30 Ene 1989;79.15;80.15;;
31 Ene 1989;79.15;80.15;;
1 Feb 1989;79.15;80.15;;
2 Feb 1989;79.30;80.30;;
3 Feb 1989;79.30;80.30;;
4 Feb 1989;79.30;80.30;;
5 Feb 1989;79.30;80.30;;
6 Feb 1989;79.30;80.30;;
7 Feb 1989;79.30;80.30;;
8 Feb 1989;79.30;80.30;;
9 Feb 1989;79.30;80.30;;
10 Feb 1989;79.30;80.30;;
11 Feb 1989;79.30;80.30;;
12 Feb 1989;79.30;80.30;;
13 Feb 1989;79.30;80.30;;
14 Feb 1989;79.30;80.30;;
15 Feb 1989;79.30;80.30;;
16 Feb 1989;79.45;80.45;;
17 Feb 1989;79.45;80.45;;
18 Feb 1989;79.45;80.45;;
19 Feb 1989;79.45;80.45;;
20 Feb 1989;79.45;80.45;;
21 Feb 1989;79.45;80.45;;
22 Feb 1989;79.45;80.45;;
23 Feb 1989;79.45;80.45;;
24 Feb 1989;79.45;80.45;;
25 Feb 1989;79.45;80.45;;
26 Feb 1989;79.45;80.45;;
27 Feb 1989;79.45;80.45;;
28 Feb 1989;79.45;80.45;;
29 Feb 1989;;;;
1 Mar 1989;79.45;80.45;;
2 Mar 1989;79.45;80.45;;
3 Mar 1989;79.60;80.60;;
4 Mar 1989;79.60;80.60;;
5 Mar 1989;79.60;80.60;;
6 Mar 1989;79.60;80.60;;
7 Mar 1989;79.60;80.60;;
8 Mar 1989;79.60;80.60;;
9 Mar 1989;79.60;80.60;;
10 Mar 1989;79.60;80.60;;
11 Mar 1989;79.60;80.60;;
12 Mar 1989;79.60;80.60;;
13 Mar 1989;79.60;80.60;;
14 Mar 1989;79.60;80.60;;
15 Mar 1989;79.60;80.60;;
16 Mar 1989;79.75;80.75;;
17 Mar 1989;79.75;80.75;;
18 Mar 1989;79.75;80.75;;
19 Mar 1989;79.75;80.75;;
20 Mar 1989;79.75;80.75;;
21 Mar 1989;79.75;80.75;;
22 Mar 1989;79.75;80.75;;
23 Mar 1989;79.75;80.75;;
24 Mar 1989;79.75;80.75;;
25 Mar 1989;79.75;80.75;;
26 Mar 1989;79.75;80.75;;
27 Mar 1989;79.75;80.75;;
28 Mar 1989;79.75;80.75;;
29 Mar 1989;79.75;80.75;;
30 Mar 1989;79.75;80.75;;
31 Mar 1989;79.75;80.75;;
1 Abr 1989;79.75;80.75;;
2 Abr 1989;79.75;80.75;;
3 Abr 1989;79.75;80.75;;
4 Abr 1989;79.75;80.75;;
5 Abr 1989;79.75;80.75;;
6 Abr 1989;79.90;80.90;;
7 Abr 1989;79.90;80.90;;
8 Abr 1989;79.90;80.90;;
9 Abr 1989;79.90;80.90;;
10 Abr 1989;79.90;80.90;;
11 Abr 1989;79.90;80.90;;
12 Abr 1989;79.90;80.90;;
13 Abr 1989;79.90;80.90;;
14 Abr 1989;79.90;80.90;;
15 Abr 1989;79.90;80.90;;
16 Abr 1989;79.90;80.90;;
17 Abr 1989;79.90;80.90;;
18 Abr 1989;79.90;80.90;;
19 Abr 1989;80.05;81.05;;
20 Abr 1989;80.05;81.05;;
21 Abr 1989;80.05;81.05;;
22 Abr 1989;80.05;81.05;;
23 Abr 1989;80.05;81.05;;
24 Abr 1989;80.05;81.05;;
25 Abr 1989;80.05;81.05;;
26 Abr 1989;80.05;81.05;;
27 Abr 1989;80.05;81.05;;
28 Abr 1989;80.05;81.05;;
29 Abr 1989;80.05;81.05;;
30 Abr 1989;80.05;81.05;;
1 May 1989;80.05;81.05;;
2 May 1989;80.05;81.05;;
3 May 1989;80.05;81.05;;
4 May 1989;80.20;81.20;;
5 May 1989;80.20;81.20;;
6 May 1989;80.20;81.20;;
7 May 1989;80.20;81.20;;
8 May 1989;80.20;81.20;;
9 May 1989;80.20;81.20;;
10 May 1989;80.20;81.20;;
11 May 1989;80.20;81.20;;
12 May 1989;80.20;81.20;;
13 May 1989;80.20;81.20;;
14 May 1989;80.20;81.20;;
15 May 1989;80.20;81.20;;
16 May 1989;80.20;81.20;;
17 May 1989;80.20;81.20;;
18 May 1989;80.35;81.35;;
19 May 1989;80.35;81.35;;
20 May 1989;80.35;81.35;;
21 May 1989;80.35;81.35;;
22 May 1989;80.35;81.35;;
23 May 1989;80.35;81.35;;
24 May 1989;80.35;81.35;;
25 May 1989;80.35;81.35;;
26 May 1989;80.35;81.35;;
27 May 1989;80.35;81.35;;
28 May 1989;80.35;81.35;;
29 May 1989;80.35;81.35;;
30 May 1989;80.35;81.35;;
31 May 1989;80.35;81.35;;
1 Jun 1989;80.35;81.35;;
2 Jun 1989;80.50;81.50;;
3 Jun 1989;80.50;81.50;;
4 Jun 1989;80.50;81.50;;
5 Jun 1989;80.50;81.50;;
6 Jun 1989;80.50;81.50;;
7 Jun 1989;80.50;81.50;;
8 Jun 1989;80.50;81.50;;
9 Jun 1989;80.50;81.50;;
10 Jun 1989;80.50;81.50;;
11 Jun 1989;80.50;81.50;;
12 Jun 1989;80.50;81.50;;
13 Jun 1989;80.50;81.50;;
14 Jun 1989;80.50;81.50;;
15 Jun 1989;80.50;81.50;;
16 Jun 1989;80.50;81.50;;
17 Jun 1989;80.50;81.50;;
18 Jun 1989;80.50;81.50;;
19 Jun 1989;80.50;81.50;;
20 Jun 1989;80.50;81.50;;
21 Jun 1989;80.50;81.50;;
22 Jun 1989;80.65;81.65;;
23 Jun 1989;80.65;81.65;;
24 Jun 1989;80.65;81.65;;
25 Jun 1989;80.65;81.65;;
26 Jun 1989;80.65;81.65;;
27 Jun 1989;80.65;81.65;;
28 Jun 1989;80.65;81.65;;
29 Jun 1989;80.65;81.65;;
30 Jun 1989;80.65;81.65;;
1 Jul 1989;80.65;81.65;;
2 Jul 1989;80.65;81.65;;
3 Jul 1989;80.65;81.65;;
4 Jul 1989;80.65;81.65;;
5 Jul 1989;80.65;81.65;;
6 Jul 1989;80.80;81.80;;
7 Jul 1989;80.80;81.80;;
8 Jul 1989;80.80;81.80;;
9 Jul 1989;80.80;81.80;;
10 Jul 1989;80.80;81.80;;
11 Jul 1989;80.80;81.80;;
12 Jul 1989;80.80;81.80;;
13 Jul 1989;80.95;81.95;;
14 Jul 1989;80.95;81.95;;
15 Jul 1989;80.95;81.95;;
16 Jul 1989;80.95;81.95;;
17 Jul 1989;80.95;81.95;;
18 Jul 1989;80.95;81.95;;
19 Jul 1989;80.95;82.45;;
20 Jul 1989;80.95;82.45;;
21 Jul 1989;80.95;82.45;;
22 Jul 1989;80.95;82.45;;
23 Jul 1989;80.95;82.45;;
24 Jul 1989;80.95;82.45;;
25 Jul 1989;80.95;82.45;;
26 Jul 1989;80.95;82.45;;
27 Jul 1989;80.95;82.45;;
28 Jul 1989;80.95;82.45;;
29 Jul 1989;80.95;82.45;;
30 Jul 1989;80.95;82.45;;
31 Jul 1989;80.95;82.45;;
1 Ago 1989;80.95;82.45;;
2 Ago 1989;81.10;82.60;;
3 Ago 1989;81.10;82.60;;
4 Ago 1989;81.10;82.60;;
5 Ago 1989;81.10;82.60;;
6 Ago 1989;81.10;82.60;;
7 Ago 1989;81.10;82.60;;
8 Ago 1989;81.10;82.60;;
9 Ago 1989;81.10;82.60;;
10 Ago 1989;81.10;82.60;;
11 Ago 1989;81.10;82.60;;
12 Ago 1989;81.10;82.60;;
13 Ago 1989;81.10;82.60;;
14 Ago 1989;81.10;82.60;;
15 Ago 1989;81.10;82.60;;
16 Ago 1989;81.10;82.60;;
17 Ago 1989;81.25;82.75;;
18 Ago 1989;81.25;82.75;;
19 Ago 1989;81.25;82.75;;
20 Ago 1989;81.25;82.75;;
21 Ago 1989;81.25;82.75;;
22 Ago 1989;81.25;82.75;;
23 Ago 1989;81.25;82.75;;
24 Ago 1989;81.25;82.75;;
25 Ago 1989;81.25;82.75;;
26 Ago 1989;81.25;82.75;;
27 Ago 1989;81.25;82.75;;
28 Ago 1989;81.25;82.75;;
29 Ago 1989;81.25;82.75;;
30 Ago 1989;81.25;82.75;;
31 Ago 1989;81.40;82.90;;
1 Set 1989;81.40;82.90;;
2 Set 1989;81.40;82.90;;
3 Set 1989;81.40;82.90;;
4 Set 1989;81.40;82.90;;
5 Set 1989;81.40;82.90;;
6 Set 1989;81.40;82.90;;
7 Set 1989;81.55;83.05;;
8 Set 1989;81.55;83.05;;
9 Set 1989;81.55;83.05;;
10 Set 1989;81.55;83.05;;
11 Set 1989;81.55;83.05;;
12 Set 1989;81.55;83.05;;
13 Set 1989;81.55;83.05;;
14 Set 1989;81.55;83.05;;
15 Set 1989;81.55;83.05;;
16 Set 1989;81.55;83.05;;
17 Set 1989;81.55;83.05;;
18 Set 1989;81.55;83.05;;
19 Set 1989;81.70;83.20;;
20 Set 1989;81.70;83.20;;
21 Set 1989;81.70;83.20;;
22 Set 1989;81.70;83.20;;
23 Set 1989;81.70;83.20;;
24 Set 1989;81.70;83.20;;
25 Set 1989;81.70;83.20;;
26 Set 1989;81.70;83.20;;
27 Set 1989;81.70;83.20;;
28 Set 1989;81.85;83.35;;
29 Set 1989;81.85;83.35;;
30 Set 1989;81.85;83.35;;
1 Oct 1989;81.85;83.35;;
2 Oct 1989;81.85;83.35;;
3 Oct 1989;81.85;83.35;;
4 Oct 1989;81.85;83.35;;
5 Oct 1989;82.35;83.35;;
6 Oct 1989;82.35;83.35;;
7 Oct 1989;82.35;83.35;;
8 Oct 1989;82.35;83.35;;
9 Oct 1989;82.35;83.35;;
10 Oct 1989;82.35;83.35;;
11 Oct 1989;82.35;83.35;;
12 Oct 1989;82.50;83.50;;
13 Oct 1989;82.50;83.50;;
14 Oct 1989;82.50;83.50;;
15 Oct 1989;82.50;83.50;;
16 Oct 1989;82.50;83.50;;
17 Oct 1989;82.50;83.50;;
18 Oct 1989;82.50;83.50;;
19 Oct 1989;82.65;83.65;;
20 Oct 1989;82.65;83.65;;
21 Oct 1989;82.65;83.65;;
22 Oct 1989;82.65;83.65;;
23 Oct 1989;82.65;83.65;;
24 Oct 1989;82.65;83.65;;
25 Oct 1989;82.65;83.65;;
26 Oct 1989;82.65;83.65;;
27 Oct 1989;82.65;83.65;;
28 Oct 1989;82.65;83.65;;
29 Oct 1989;82.65;83.65;;
30 Oct 1989;82.65;83.65;;
31 Oct 1989;82.65;83.65;;
1 Nov 1989;82.80;83.80;;
2 Nov 1989;82.80;83.80;;
3 Nov 1989;82.80;83.80;;
4 Nov 1989;82.80;83.80;;
5 Nov 1989;82.80;83.80;;
6 Nov 1989;82.80;83.80;;
7 Nov 1989;82.80;83.80;;
8 Nov 1989;82.80;83.80;;
9 Nov 1989;82.95;83.95;;
10 Nov 1989;82.95;83.95;;
11 Nov 1989;82.95;83.95;;
12 Nov 1989;82.95;83.95;;
13 Nov 1989;82.95;83.95;;
14 Nov 1989;82.95;83.95;;
15 Nov 1989;82.95;83.95;;
16 Nov 1989;82.95;83.95;;
17 Nov 1989;82.95;83.95;;
18 Nov 1989;82.95;83.95;;
19 Nov 1989;82.95;83.95;;
20 Nov 1989;82.95;83.95;;
21 Nov 1989;82.95;83.95;;
22 Nov 1989;82.95;83.95;;
23 Nov 1989;83.10;84.10;;
24 Nov 1989;83.10;84.10;;
25 Nov 1989;83.10;84.10;;
26 Nov 1989;83.10;84.10;;
27 Nov 1989;83.10;84.10;;
28 Nov 1989;83.10;84.10;;
29 Nov 1989;83.10;84.10;;
30 Nov 1989;83.25;84.25;;
1 Dic 1989;83.25;84.25;;
2 Dic 1989;83.25;84.25;;
3 Dic 1989;83.25;84.25;;
4 Dic 1989;83.25;84.25;;
5 Dic 1989;83.25;84.25;;
6 Dic 1989;83.25;84.25;;
7 Dic 1989;83.40;84.40;;
8 Dic 1989;83.40;84.40;;
9 Dic 1989;83.40;84.40;;
10 Dic 1989;83.40;84.40;;
11 Dic 1989;83.40;84.40;;
12 Dic 1989;83.40;84.40;;
13 Dic 1989;83.40;84.40;;
14 Dic 1989;83.55;84.55;;
15 Dic 1989;83.55;84.55;;
16 Dic 1989;83.55;84.55;;
17 Dic 1989;83.55;84.55;;
18 Dic 1989;83.55;84.55;;
19 Dic 1989;83.55;84.55;;
20 Dic 1989;83.55;84.55;;
21 Dic 1989;83.55;84.55;;
22 Dic 1989;83.55;84.55;;
23 Dic 1989;83.70;84.70;;
24 Dic 1989;83.70;84.70;;
25 Dic 1989;83.70;84.70;;
26 Dic 1989;83.70;84.70;;
27 Dic 1989;83.85;84.85;;
28 Dic 1989;83.85;84.85;;
29 Dic 1989;83.85;84.85;;
30 Dic 1989;83.85;84.85;;
31 Dic 1989;83.85;84.85;;
1 Ene 1990;83.85;84.85;;
2 Ene 1990;83.85;84.85;;
3 Ene 1990;83.85;84.85;;
4 Ene 1990;84.00;85.00;;
5 Ene 1990;84.00;85.00;;
6 Ene 1990;84.00;85.00;;
7 Ene 1990;84.00;85.00;;
8 Ene 1990;84.00;85.00;;
9 Ene 1990;84.00;85.00;;
10 Ene 1990;84.00;85.00;;
11 Ene 1990;84.15;85.15;;
12 Ene 1990;84.15;85.15;;
13 Ene 1990;84.15;85.15;;
14 Ene 1990;84.15;85.15;;
15 Ene 1990;84.15;85.15;;
16 Ene 1990;84.15;85.15;;
17 Ene 1990;84.15;85.15;;
18 Ene 1990;84.30;85.30;;
19 Ene 1990;84.30;85.30;;
20 Ene 1990;84.30;85.30;;
21 Ene 1990;84.30;85.30;;
22 Ene 1990;84.30;85.30;;
23 Ene 1990;84.30;85.30;;
24 Ene 1990;84.30;85.30;;
25 Ene 1990;84.45;85.45;;
26 Ene 1990;84.45;85.45;;
27 Ene 1990;84.45;85.45;;
28 Ene 1990;84.45;85.45;;
29 Ene 1990;84.45;85.45;;
30 Ene 1990;84.45;85.45;;
31 Ene 1990;84.45;85.45;;
1 Feb 1990;84.45;85.45;;
2 Feb 1990;84.45;85.45;;
3 Feb 1990;84.45;85.45;;
4 Feb 1990;84.45;85.45;;
5 Feb 1990;84.45;85.45;;
6 Feb 1990;84.45;85.45;;
7 Feb 1990;84.45;85.45;;
8 Feb 1990;84.60;85.60;;
9 Feb 1990;84.60;85.60;;
10 Feb 1990;84.60;85.60;;
11 Feb 1990;84.60;85.60;;
12 Feb 1990;84.60;85.60;;
13 Feb 1990;84.60;85.60;;
14 Feb 1990;84.60;85.60;;
15 Feb 1990;84.75;85.75;;
16 Feb 1990;84.75;85.75;;
17 Feb 1990;84.75;85.75;;
18 Feb 1990;84.75;85.75;;
19 Feb 1990;84.75;85.75;;
20 Feb 1990;84.75;85.75;;
21 Feb 1990;84.75;85.75;;
22 Feb 1990;84.90;85.90;;
23 Feb 1990;84.90;85.90;;
24 Feb 1990;84.90;85.90;;
25 Feb 1990;84.90;85.90;;
26 Feb 1990;84.90;85.90;;
27 Feb 1990;84.90;85.90;;
28 Feb 1990;84.90;85.90;;
29 Feb 1990;;;;
1 Mar 1990;85.05;86.05;;
2 Mar 1990;85.05;86.05;;
3 Mar 1990;85.05;86.05;;
4 Mar 1990;85.05;86.05;;
5 Mar 1990;85.05;86.05;;
6 Mar 1990;85.05;86.05;;
7 Mar 1990;85.05;86.05;;
8 Mar 1990;85.05;86.05;;
9 Mar 1990;85.25;86.25;;
10 Mar 1990;85.25;86.25;;
11 Mar 1990;85.25;86.25;;
12 Mar 1990;85.25;86.25;;
13 Mar 1990;85.25;86.25;;
14 Mar 1990;85.25;86.25;;
15 Mar 1990;85.45;86.45;;
16 Mar 1990;85.45;86.45;;
17 Mar 1990;85.45;86.45;;
18 Mar 1990;85.45;86.45;;
19 Mar 1990;85.45;86.45;;
20 Mar 1990;85.45;86.45;;
21 Mar 1990;85.45;86.45;;
22 Mar 1990;85.70;86.70;;
23 Mar 1990;85.70;86.70;;
24 Mar 1990;85.70;86.70;;
25 Mar 1990;85.70;86.70;;
26 Mar 1990;85.70;86.70;;
27 Mar 1990;85.70;86.70;;
28 Mar 1990;85.70;86.70;;
29 Mar 1990;85.95;86.95;;
30 Mar 1990;85.95;86.95;;
31 Mar 1990;85.95;86.95;;
1 Abr 1990;85.95;86.95;;
2 Abr 1990;85.95;86.95;;
3 Abr 1990;85.95;86.95;;
4 Abr 1990;85.95;86.95;;
5 Abr 1990;85.95;86.95;;
6 Abr 1990;85.95;86.95;;
7 Abr 1990;85.95;86.95;;
8 Abr 1990;85.95;86.95;;
9 Abr 1990;85.95;86.95;;
10 Abr 1990;85.95;86.95;;
11 Abr 1990;85.95;86.95;;
12 Abr 1990;85.95;86.95;;
13 Abr 1990;85.95;86.95;;
14 Abr 1990;85.95;86.95;;
15 Abr 1990;85.95;86.95;;
16 Abr 1990;85.95;86.95;;
17 Abr 1990;86.25;87.25;;
18 Abr 1990;86.25;87.25;;
19 Abr 1990;86.25;87.25;;
20 Abr 1990;86.25;87.25;;
21 Abr 1990;86.25;87.25;;
22 Abr 1990;86.25;87.25;;
23 Abr 1990;86.25;87.25;;
24 Abr 1990;86.25;87.25;;
25 Abr 1990;86.55;87.55;;
26 Abr 1990;86.55;87.55;;
27 Abr 1990;86.55;87.55;;
28 Abr 1990;86.55;87.55;;
29 Abr 1990;86.55;87.55;;
30 Abr 1990;86.55;87.55;;
1 May 1990;86.85;87.85;;
2 May 1990;86.85;87.85;;
3 May 1990;86.85;87.85;;
4 May 1990;86.85;87.85;;
5 May 1990;86.85;87.85;;
6 May 1990;86.85;87.85;;
7 May 1990;86.85;87.85;;
8 May 1990;86.85;87.85;;
9 May 1990;86.85;87.85;;
10 May 1990;87.30;88.30;;
11 May 1990;87.30;88.30;;
12 May 1990;87.30;88.30;;
13 May 1990;87.30;88.30;;
14 May 1990;87.30;88.30;;
15 May 1990;87.30;88.30;;
16 May 1990;87.30;88.30;;
17 May 1990;87.75;88.75;;
18 May 1990;87.75;88.75;;
19 May 1990;87.75;88.75;;
20 May 1990;87.75;88.75;;
21 May 1990;87.75;88.75;;
22 May 1990;87.75;88.75;;
23 May 1990;87.75;88.75;;
24 May 1990;88.20;89.20;;
25 May 1990;88.20;89.20;;
26 May 1990;88.20;89.20;;
27 May 1990;88.20;89.20;;
28 May 1990;88.20;89.20;;
29 May 1990;88.20;89.20;;
30 May 1990;88.20;89.20;;
31 May 1990;88.20;89.95;;
1 Jun 1990;88.20;89.95;;
2 Jun 1990;88.20;89.95;;
3 Jun 1990;88.20;89.95;;
4 Jun 1990;88.20;89.95;;
5 Jun 1990;88.20;89.95;;
6 Jun 1990;88.20;89.95;;
7 Jun 1990;88.65;90.40;;
8 Jun 1990;88.65;90.40;;
9 Jun 1990;88.65;90.40;;
10 Jun 1990;88.65;90.40;;
11 Jun 1990;88.65;90.40;;
12 Jun 1990;88.65;90.40;;
13 Jun 1990;88.65;90.40;;
14 Jun 1990;88.65;90.40;;
15 Jun 1990;88.65;90.40;;
16 Jun 1990;88.65;90.40;;
17 Jun 1990;88.65;90.40;;
18 Jun 1990;88.65;90.40;;
19 Jun 1990;89.10;90.85;;
20 Jun 1990;89.10;90.85;;
21 Jun 1990;89.10;90.85;;
22 Jun 1990;89.10;90.85;;
23 Jun 1990;89.10;90.85;;
24 Jun 1990;89.10;90.85;;
25 Jun 1990;89.10;90.85;;
26 Jun 1990;89.10;90.85;;
27 Jun 1990;89.10;90.85;;
28 Jun 1990;89.55;91.30;;
29 Jun 1990;89.55;91.30;;
30 Jun 1990;89.55;91.30;;
1 Jul 1990;89.55;91.30;;
2 Jul 1990;89.55;91.30;;
3 Jul 1990;89.55;91.30;;
4 Jul 1990;89.55;91.30;;
5 Jul 1990;90.00;91.75;;
6 Jul 1990;90.00;91.75;;
7 Jul 1990;90.00;91.75;;
8 Jul 1990;90.00;91.75;;
9 Jul 1990;90.00;91.75;;
10 Jul 1990;90.00;91.75;;
11 Jul 1990;90.00;91.75;;
12 Jul 1990;90.45;92.20;;
13 Jul 1990;90.45;92.20;;
14 Jul 1990;90.45;92.20;;
15 Jul 1990;90.45;92.20;;
16 Jul 1990;90.45;92.20;;
17 Jul 1990;90.45;92.20;;
18 Jul 1990;90.45;92.20;;
19 Jul 1990;90.90;92.65;;
20 Jul 1990;90.90;92.65;;
21 Jul 1990;90.90;92.65;;
22 Jul 1990;90.90;92.65;;
23 Jul 1990;90.90;92.65;;
24 Jul 1990;90.90;92.65;;
25 Jul 1990;90.90;92.65;;
26 Jul 1990;90.90;92.65;;
27 Jul 1990;90.90;92.65;;
28 Jul 1990;90.90;92.65;;
29 Jul 1990;90.90;92.65;;
30 Jul 1990;90.90;92.65;;
31 Jul 1990;90.90;92.65;;
1 Ago 1990;90.90;92.65;;
2 Ago 1990;91.35;93.10;;
3 Ago 1990;91.35;93.10;;
4 Ago 1990;91.35;93.10;;
5 Ago 1990;91.35;93.10;;
6 Ago 1990;91.35;93.10;;
7 Ago 1990;91.35;93.10;;
8 Ago 1990;91.35;93.10;;
9 Ago 1990;91.80;93.55;;
10 Ago 1990;91.80;93.55;;
11 Ago 1990;91.80;93.55;;
12 Ago 1990;91.80;93.55;;
13 Ago 1990;91.80;93.55;;
14 Ago 1990;91.80;93.55;;
15 Ago 1990;92.25;94.00;;
16 Ago 1990;92.25;94.00;;
17 Ago 1990;92.25;94.00;;
18 Ago 1990;92.25;94.00;;
19 Ago 1990;92.25;94.00;;
20 Ago 1990;92.25;94.00;;
21 Ago 1990;92.25;94.00;;
22 Ago 1990;92.25;94.00;;
23 Ago 1990;92.70;94.45;;
24 Ago 1990;92.70;94.45;;
25 Ago 1990;92.70;94.45;;
26 Ago 1990;92.70;94.45;;
27 Ago 1990;92.70;94.45;;
28 Ago 1990;92.70;94.45;;
29 Ago 1990;92.70;94.45;;
30 Ago 1990;93.15;94.90;;
31 Ago 1990;93.15;94.90;;
1 Set 1990;93.60;95.35;;
2 Set 1990;93.60;95.35;;
3 Set 1990;93.60;95.35;;
4 Set 1990;93.60;95.35;;
5 Set 1990;93.60;95.35;;
6 Set 1990;94.05;95.80;;
7 Set 1990;94.05;95.80;;
8 Set 1990;94.05;95.80;;
9 Set 1990;94.05;95.80;;
10 Set 1990;94.05;95.80;;
11 Set 1990;94.05;95.80;;
12 Set 1990;94.05;95.80;;
13 Set 1990;94.50;96.25;;
14 Set 1990;94.50;96.25;;
15 Set 1990;94.50;96.25;;
16 Set 1990;94.50;96.25;;
17 Set 1990;94.50;96.25;;
18 Set 1990;94.50;96.25;;
19 Set 1990;94.50;96.25;;
20 Set 1990;94.50;96.25;;
21 Set 1990;94.95;96.70;;
22 Set 1990;94.95;96.70;;
23 Set 1990;94.95;96.70;;
24 Set 1990;94.95;96.70;;
25 Set 1990;94.95;96.70;;
26 Set 1990;94.95;96.70;;
27 Set 1990;94.95;96.70;;
28 Set 1990;94.95;96.70;;
29 Set 1990;94.95;96.70;;
30 Set 1990;94.95;96.70;;
1 Oct 1990;94.95;96.70;;
2 Oct 1990;94.95;96.70;;
3 Oct 1990;94.95;96.70;;
4 Oct 1990;95.40;97.15;;
5 Oct 1990;95.40;97.15;;
6 Oct 1990;95.85;97.60;;
7 Oct 1990;95.85;97.60;;
8 Oct 1990;95.85;97.60;;
9 Oct 1990;95.85;97.60;;
10 Oct 1990;95.85;97.60;;
11 Oct 1990;96.30;98.05;;
12 Oct 1990;96.30;98.05;;
13 Oct 1990;96.30;98.05;;
14 Oct 1990;96.30;98.05;;
15 Oct 1990;96.30;98.05;;
16 Oct 1990;96.30;98.05;;
17 Oct 1990;96.30;98.05;;
18 Oct 1990;96.75;98.50;;
19 Oct 1990;96.75;98.50;;
20 Oct 1990;96.75;98.50;;
21 Oct 1990;96.75;98.50;;
22 Oct 1990;96.75;98.50;;
23 Oct 1990;96.75;98.50;;
24 Oct 1990;96.75;98.50;;
25 Oct 1990;97.30;99.05;;
26 Oct 1990;97.30;99.05;;
27 Oct 1990;97.30;99.05;;
28 Oct 1990;97.30;99.05;;
29 Oct 1990;97.30;99.05;;
30 Oct 1990;97.30;99.05;;
31 Oct 1990;97.30;99.05;;
1 Nov 1990;97.85;99.60;;
2 Nov 1990;97.85;99.60;;
3 Nov 1990;97.85;99.60;;
4 Nov 1990;97.85;99.60;;
5 Nov 1990;97.85;99.60;;
6 Nov 1990;97.85;99.60;;
7 Nov 1990;97.85;99.60;;
8 Nov 1990;98.40;100.15;;
9 Nov 1990;98.40;100.15;;
10 Nov 1990;98.40;100.15;;
11 Nov 1990;98.40;100.15;;
12 Nov 1990;98.40;100.15;;
13 Nov 1990;98.40;100.15;;
14 Nov 1990;98.40;100.15;;
15 Nov 1990;98.95;100.70;;
16 Nov 1990;98.95;100.70;;
17 Nov 1990;98.95;100.70;;
18 Nov 1990;98.95;100.70;;
19 Nov 1990;98.95;100.70;;
20 Nov 1990;98.95;100.70;;
21 Nov 1990;98.95;100.70;;
22 Nov 1990;99.50;101.25;;
23 Nov 1990;99.50;101.25;;
24 Nov 1990;99.50;101.25;;
25 Nov 1990;99.50;101.25;;
26 Nov 1990;99.50;101.25;;
27 Nov 1990;99.50;101.25;;
28 Nov 1990;99.50;101.25;;
29 Nov 1990;100.05;101.80;;
30 Nov 1990;100.05;101.80;;
1 Dic 1990;100.05;101.80;;
2 Dic 1990;100.05;101.80;;
3 Dic 1990;100.05;101.80;;
4 Dic 1990;100.05;101.80;;
5 Dic 1990;100.05;101.80;;
6 Dic 1990;100.60;102.35;;
7 Dic 1990;100.60;102.35;;
8 Dic 1990;100.60;102.35;;
9 Dic 1990;100.60;102.35;;
10 Dic 1990;100.60;102.35;;
11 Dic 1990;100.60;102.35;;
12 Dic 1990;100.60;102.35;;
13 Dic 1990;100.90;102.90;;
14 Dic 1990;100.90;102.90;;
15 Dic 1990;101.45;103.45;;
16 Dic 1990;101.45;103.45;;
17 Dic 1990;101.45;103.45;;
18 Dic 1990;101.45;103.45;;
19 Dic 1990;101.45;103.45;;
20 Dic 1990;102.00;104.00;;
21 Dic 1990;102.00;104.00;;
22 Dic 1990;102.55;104.55;;
23 Dic 1990;102.55;104.55;;
24 Dic 1990;102.55;104.55;;
25 Dic 1990;102.55;104.55;;
26 Dic 1990;102.55;104.55;;
27 Dic 1990;102.55;104.55;;
28 Dic 1990;102.55;104.55;;
29 Dic 1990;102.55;104.55;;
30 Dic 1990;102.55;104.55;;
31 Dic 1990;102.55;104.55;;
1 Ene 1991;102.55;104.55;;
2 Ene 1991;102.55;104.55;;
3 Ene 1991;103.25;105.30;;
4 Ene 1991;103.25;105.30;;
5 Ene 1991;103.25;105.30;;
6 Ene 1991;103.25;105.30;;
7 Ene 1991;103.25;105.30;;
8 Ene 1991;103.25;105.30;;
9 Ene 1991;103.25;105.30;;
10 Ene 1991;104.00;106.05;;
11 Ene 1991;104.00;106.05;;
12 Ene 1991;104.75;106.80;;
13 Ene 1991;104.75;106.80;;
14 Ene 1991;104.75;106.80;;
15 Ene 1991;104.75;106.80;;
16 Ene 1991;104.75;106.80;;
17 Ene 1991;105.50;107.55;;
18 Ene 1991;105.50;107.55;;
19 Ene 1991;105.50;107.55;;
20 Ene 1991;105.50;107.55;;
